name;Owner;normal_prod;capacity;aggregates;turbine_type;station;height;Vattenf;mean_runoff;magasin;river;location;community;region;Lat;Long
Strömma;Varberg Energimarknad AB;200;140;1;;Ovanjordsanläggning;10.5;;;;Dagsåsån;Tvååker;Varbergs kommun;Hallands län;57.05761;12.42464
Täkt;Privatperson;200;100;1;;Ovanjordsanläggning;;;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.44335;15.39722
Ulfstorps Krafstation;Privatperson;200;155;1;;Ovanjordsanläggning;;;;;Storån Värnamo;Skillingaryd;Vaggeryds kommun;Jönköpings län;57.48411;14.00335
Yaberg;Yabergs Kraft AB;200;65;1;;Ovanjordsanläggning;;;;;Yabergsån;Hyltebruk;Hylte kommun;Hallands län;56.93782;13.37902
Åkvarn;Privatperson;200;85;1;;Ovanjordsanläggning;;;;;Mörrumsån;Norrhult;Uppvidinge kommun;Kronobergs län;57.10845;15.14090
Kornhults kvarn;Privatperson;200;60;1;;Ovanjordsanläggning;;;;;Smedjeån;Hishult;Laholms kommun;Hallands län;56.43475;13.38098
Prinsfors;Prinsfors Gård;200;55;1;Francis;Ovanjordsanläggning;13;0.57;0.3;3.6;Vallsjön;Bodafors;Nässjö kommun;Jönköpings län;57.44292;14.78096
Finnatorp;Finnatorps Såg AB;190;82;2;Francis;Ovanjordsanläggning;2.6;;;;Säveån;Vårgårda;Vårgårda kommun;Västra Götalands län;57.97106;12.73980
Träfors;Trefors Kvarnförening;190;215;1;Francis;Ovanjordsanläggning;6;;;;Ölman;Kristinehamn;Kristinehamns kommun;Värmlands län;59.41424;13.96011
Bugärde;Privatperson;190;90;1;;Ovanjordsanläggning;;;;;Mölndalsån;Härryda;Härryda kommun;Västra Götalands län;57.69232;12.35626
Lassåna;Tiveds Energi AB;183;92;1;Francis;Ovanjordsanläggning;6;;;;Svartån;Laxå;Laxå kommun;Örebro län;58.97155;14.63420
Bön;Assareby Kvarn & Såg KB;180;52;1;;Ovanjordsanläggning;;;;;Krokån;Mellerud;Melleruds kommun;Västra Götalands län;58.63550;12.33418
Kvarnfors;Privatperson;180;40;1;;Ovanjordsanläggning;;;;;Kvarnbäcken;Örträsk;Lycksele kommun;Västerbottens län;64.17515;18.94276
Mörkebo;Privatperson;180;41;1;;Ovanjordsanläggning;;;;;Västerån;Burseryd;Gislaveds kommun;Jönköpings län;57.23636;13.29879
Aledal;HB Hökensås Kraft;175;40;1;;Ovanjordsanläggning;;;;;Domneån;Bankeryd;Habo kommun;Jönköpings län;57.85834;14.10051
Gäddeviksås;Privatperson;175;30;1;;Ovanjordsanläggning;;;;;Mieån;Tingsryd;Tingsryds kommun;Kronobergs län;56.38937;14.84512
Masugnsfallet;Skyllbergs Bruks AB;175;90;1;;Ovanjordsanläggning;;;;;Nyköpingsån;Åsbro;Askersunds kommun;Örebro län;58.94210;14.99455
Svarveriet;Belganet Handels AB;172;37;1;;Ovanjordsanläggning;;;;;Bräkneån;Hallabro;Ronneby kommun;Blekinge län;56.38608;15.03023
Hults Kraft;HKraft AB;170;40;2;;Ovanjordsanläggning;3;;;;Västerån;Burseryd;Gislaveds kommun;Jönköpings län;57.20295;13.28962
Nydala kvarn;Privatperson;170;59;1;;Ovanjordsanläggning;;;;;Högvadsån;Ullared;Falkenbergs kommun;Hallands län;57.06754;12.65575
Rotnäs;Privatperson;170;45;2;Francis;Ovanjordsanläggning;3.5;;1.8;;Bodaneälven;Frändefors;Vänersborgs kommun;Västra Götalands län;58.42692;12.12376
Hultakvarn;Privatperson;170;45;1;Semikaplan;Ovanjordsanläggning;4;1.5;0.63;;Skaddeån;Hjortsberga;Alvesta kommun;Kronobergs län;56.93551;14.45772
Silverfors;Båt o Träprodukter HB;165;90;1;;Ovanjordsanläggning;;;;;Björka älv;Lysvik;Sunne kommun;Värmlands län;59.97580;13.22209
Lämneå;Lämneå Bruk AB;163;125;1;;Ovanjordsanläggning;;;;;Lämneå;Ljusfallshammar;Finspångs kommun;Östergötlands län;58.76414;15.45091
Sundsvik;Sundsörs Kraft AB;160;100;1;Francis;Ovanjordsanläggning;5;;;;Turingeån;Nykvarn;Nykvarns kommun;Stockholms län;59.23069;17.42654
Östervallskog;Erikssons Dödsbo Bo Torsten;160;38;1;;Ovanjordsanläggning;3;;;;Upperudsälven;Östervallskog;Årjängs kommun;Värmlands län;59.64476;11.86089
Ekfors-Sjötofta;Privatperson;160;45;1;;Ovanjordsanläggning;;;;;Tinkån;Håcksvik;Svenljunga kommun;Västra Götalands län;57.30685;13.23299
Hunnabo;Hunnabo Kraftstation;160;80;1;;Ovanjordsanläggning;;;;;Kalvån;Ambjörnarp;Tranemo kommun;Västra Götalands län;57.39042;13.27222
Hårsabäcks kvarn;Privatperson;160;38;1;;Ovanjordsanläggning;;;;;Smedjeån;Våxtorp;Laholms kommun;Hallands län;56.44221;13.12241
Krokhemmet;Elektrofor KB;160;33;1;Francis;Ovanjordsanläggning;2.1;;;;Härån;Hubbestad-hok-krokhemmet;Vaggeryds kommun;Jönköpings län;57.40582;14.31394
Hälla Kvarn;Privatperson;156;30;1;;Ovanjordsanläggning;;;;;Tunaån;Borlänge;Borlänge kommun;Dalarnas län;60.43601;15.40131
Anebo kvarn;Privatperson;150;75;1;Francis;Ovanjordsanläggning;4.5;;1.4;;Hagbyån;Nybro;Nybro kommun;Kalmar län;56.64750;15.92472
Aplungstorp;Västra Emterviks Elektriska HB;150;45;1;;Ovanjordsanläggning;5;;;;Aplungsälven;V Ämtervik;Sunne kommun;Värmlands län;59.72460;13.11997
Aspa Nedre;Brödrakraft AB;150;20;1;;Ovanjordsanläggning;;;;;Aspaån;Aspa;Askersunds kommun;Örebro län;58.78001;14.79472
Aspa Övre;Brödrakraft AB;150;45;1;;Ovanjordsanläggning;;;;;Aspaån;Aspabruk;Askersunds kommun;Örebro län;58.78073;14.78389
Blomfors Kvarn;Granbäckens Varv & Maskin HB;150;30;1;Francis;Ovanjordsanläggning;1.75;;;;Härån;Hok;Vaggeryds kommun;Jönköpings län;57.42498;14.31300
Bredaström;Totalpress HB Borgeke-Chri/Son;150;50;1;;Ovanjordsanläggning;;;;;Holjeån;Vilshult;Olofströms kommun;Blekinge län;56.34930;14.53689
Bryggeriet;Privatperson;150;22;1;;Ovanjordsanläggning;;;;;Lillälven-Värmland;Långserud;Säffle kommun;Värmlands län;59.27951;12.67464
Dalakvarn;Ledsjö Vind AB;150;40;1;;Ovanjordsanläggning;;;;;Mariedalsån;Lundsbrunn;Götene kommun;Västra Götalands län;58.46524;13.44076
Flygsnäs;Privatperson;150;45;1;Francis;Ovanjordsanläggning;16.5;0.46;;;Kungsbackaån;Hällingsjö;Marks kommun;Västra Götalands län;57.60716;12.37137
Fyllinge kvarn;Privatperson;150;48;2;;Ovanjordsanläggning;;;;;Fylleån;Halmstad;Halmstads kommun;Hallands län;56.66500;12.92091
Gammelbo;Privatperson;150;36;2;Propellerturbin;Ovanjordsanläggning;4.5;;;;Sandån;Ramsberg;Lindesbergs kommun;Örebro län;59.78812;15.37642
Hultaström;Privatperson;150;37;1;;Ovanjordsanläggning;;;;;Storån Värnamo;Hillerstorp;Gnosjö kommun;Jönköpings län;57.34729;13.94810
Jonsbol Kvarn;Privatperson;150;18;1;;Ovanjordsanläggning;;;;;Visman;Kristinehamn;Kristinehamns kommun;Värmlands län;59.18381;14.18888
Jonsbols Gård;Privatperson;150;12;1;;Ovanjordsanläggning;;;;;Visman;Kristinehamn;Kristinehamns kommun;Värmlands län;59.19250;14.20186
Lobonäs;Lobonäs Kraft AB;150;80;1;;Ovanjordsanläggning;;;;;Loån;Voxnabruk;Ovanåkers kommun;Gävleborgs län;61.52234;15.35296
Mölnerud Nedre;Holmedals Mek Verkstad HB;150;50;1;;Ovanjordsanläggning;;;;;Holmerudsälven;Årjäng;Årjängs kommun;Värmlands län;59.43329;11.99899
Nedre Lianeforsen;Privatperson;150;45;1;;Ovanjordsanläggning;;;;;Lianeälven;Årjäng;Årjängs kommun;Värmlands län;59.48441;12.02335
Pixtafallet;Privatperson;150;60;1;;Ovanjordsanläggning;;;;;Kroksälven;Årjäng;Årjängs kommun;Värmlands län;59.54027;11.96673
Sunnerå kvarn;Privatperson;150;30;1;;Ovanjordsanläggning;;;;;Helge å;Ryssby;Ljungby kommun;Kronobergs län;56.83016;14.18421
Skvattemölla;Skvattemölla AB;150;50;1;;Ovanjordsanläggning;;;;;Pinnån;Klippan;Klippans kommun;Skåne län;56.19823;13.08573
Svensby;Häggmarks Kraft HB;150;20;1;;Ovanjordsanläggning;;;;;Aplungsälven;V:A Ämtervik;Sunne kommun;Värmlands län;59.72317;13.15573
Sågfallet;Virå Bruk AB;150;50;1;;Ovanjordsanläggning;;;;;Virlången;Stavsjö;Katrineholms kommun;Södermanlands län;58.78832;16.39848
Tunarp;Privatperson;150;29;2;Propeller;Ovanjordsanläggning;8.5;;;;Svartån, Tidan;Sandhem;Mullsjö kommun;Jönköpings län;57.97192;13.80641
Tobro;Privatperson;150;37;1;;Ovanjordsanläggning;;;;;Emån;Virserum;Vetlanda kommun;Jönköpings län;57.35649;15.51347
Gränshus kvarn;Privatperson;150;55;1;Francis;Ovanjordsanläggning;3;;;;Smedjeån;Tormarp;Laholms kommun;Hallands län;56.44520;13.10947
Kölby;AB Köhlby Gård;150;95;1;Francis;Underjordsanläggning;4;;;;Ljungbyån;Ljungbyholm;Kalmar kommun;Kalmar län;56.63675;16.19626
Voxna;Voxna Såg & Snickeri AB;150;40;1;;Ovanjordsanläggning;;;;;Voxnan;Voxnabruk;Ovanåkers kommun;Gävleborgs län;61.36543;15.51350
Värestorps kvarn;Privatperson;150;60;1;Francis, enkel + tvilling;Ovanjordsanläggning;6;;;;Smedjeån;Laholm;Laholms kommun;Hallands län;56.44658;13.08796
Västanhede;JPK Holding AB;150;70;1;;Ovanjordsanläggning;1.5;;;;Årängsån;Horndal;Avesta kommun;Dalarnas län;60.24018;16.43686
Västerrottna;Privatperson;150;45;1;Francis;Ovanjordsanläggning;6.5;;;;Rottnan;Gräsmark;Sunne kommun;Värmlands län;59.85101;12.94581
Åbyhammar;Privatperson;150;30;1;;Ovanjordsanläggning;;;;;Essingeån;Fellingsbro;Lindesbergs kommun;Örebro län;59.48214;15.53454
Åg;Fahlia AB;150;40;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Svärdsjö;Falu kommun;Dalarnas län;60.77871;16.04499
Åkroken i Ålaryd;Privatperson;150;50;1;;Ovanjordsanläggning;;;;;Storån Värnamo;Skillingaryd;Vaggeryds kommun;Jönköpings län;57.44005;13.94406
Ölsboda Bruk;HB Ölsboda Bruk;150;25;1;;Ovanjordsanläggning;;;;;Svartån;Degerfors;Degerfors kommun;Örebro län;59.18301;14.49236
Orga kvarn;Orga kvarn AB;150;45;1;;Ovanjordsanläggning;;;;;Glan;Skärblacka;Norrköpings kommun;Östergötlands län;58.58623;15.88111
Övre Bruket;Gunnebo Industrier AB;150;130;1;;Ovanjordsanläggning;;;;;Venerna;Gunnebo;Västerviks kommun;Kalmar län;57.71728;16.53368
Tåsjön;Perssons Byggcentrum;150;90;1;;Ovanjordsanläggning;;;;;Tåsjön;Bergstena;Vårgårda kommun;Västra Götalands län;58.04833;12.65229
Vänga Kvarn;Vänga hembygdsförening;150;29;1;;Ovanjordsanläggning;;;;;Säveån;Vänga;Borås kommun;Västra Götalands län;57.86062;12.92401
Alab;Alab Sömnads AB;145;40;1;;Ovanjordsanläggning;3;;;;Västerån;Burseryd;Gislaveds kommun;Jönköpings län;57.19173;13.28401
Svabensverk;Nilsson Kraft AB;140;25;1;;Ovanjordsanläggning;;;;;Hämmenån;Svabensverk;Ovanåkers kommun;Gävleborgs län;61.04654;15.78862
Tyllinge (Wattengropen);Tyllinge Energi AB;140;40;1;;Ovanjordsanläggning;;;;;Botorpsströmmen;Gamleby;Västerviks kommun;Kalmar län;58.01369;16.07284
Nyhammaren;Tiveds Energi AB;138;82;1;Francis;Ovanjordsanläggning;5;;;;Svartån;Laxå;Laxå kommun;Örebro län;58.96546;14.63094
Häreholm;Privatperson;135;45;1;;Ovanjordsanläggning;;;;;Valboån;Högsäter;Färgelanda kommun;Västra Götalands län;58.65546;11.96738
Östra Kvarn;Kurt Alfredsson Förvaltning AB;132;33;1;Semikaplan;Ovanjordsanläggning;2.2;1.2;3;;Rössjöholmsån;Ängelholm;Ängelholms kommun;Skåne län;56.27735;12.85425
By Kyrkbys Smedjelag;Privatperson;130;28;1;;Ovanjordsanläggning;2.5;;;;Årängsån;By Kyrkby;Avesta kommun;Dalarnas län;60.20638;16.47597
Enskvarn;Privatperson;130;17;1;;Ovanjordsanläggning;;;;;Enån;Rättvik;Rättviks kommun;Dalarnas län;60.94254;15.19768
Furulund;Furulunds Kraft HB;130;45;1;;Ovanjordsanläggning;;;;;Musån;Tranemo;Tranemo kommun;Västra Götalands län;57.43954;13.42774
Svartå Herrgård;Nilsson Kraft AB;130;30;1;Propellerturbin;Ovanjordsanläggning;4.25;;;;Svartån;Svartå;Degerfors kommun;Örebro län;59.11206;14.54902
Romperöds gård;Privatperson;130;50;1;;Ovanjordsanläggning;;;;;Kilingaån;Glimåkra;Östra Göinge kommun;Skåne län;56.34790;14.12450
Öringe mölla;Privatperson;130;40;1;;Ovanjordsanläggning;;;;;Brostorpsån;Öringe;Laholms kommun;Hallands län;56.58376;13.04274
Fördärvet;Tiveds Energi AB;129;45;1;Francis;Ovanjordsanläggning;4;;;;Svartån;Vintrosa;Laxå kommun;Örebro län;58.96094;14.62744
Bäcklunda Kvarn;Privatperson;125;20;1;;Ovanjordsanläggning;;;;;Vramsån;Tollarp;Kristianstads kommun;Skåne län;55.93900;14.05459
Sulemon;Privatperson;125;50;1;;Ovanjordsanläggning;;;;;Upperudsälven;Bengtsfors;Bengtsfors kommun;Västra Götalands län;59.10357;12.26937
Stocke;Privatperson;125;30;1;;Ovanjordsanläggning;;;;;Rottneån;Stocke kvarn;Växjö kommun;Kronobergs län;56.99374;14.86249
Garphytte Gård;Privatperson;120;30;1;Propellerturbin;Ovanjordsanläggning;5;;;;Garphytteån;Garphyttan;Örebro kommun;Örebro län;59.30042;14.94054
Hallens Kvarn;Privatperson;120;18;1;;Ovanjordsanläggning;;;;;Kilån;Kilafors;Bollnäs kommun;Gävleborgs län;61.21330;16.54917
Skrikarhytte Gård;Privatperson;120;20;1;Propellerturbin;Ovanjordsanläggning;9.2;;;;Arbogaån;Dalkarlsberg;Nora kommun;Örebro län;59.44987;14.89220
Kvarngården;Privatperson;120;95;1;Francis ;Ovanjordsanläggning;5;;;;Hjärtaredsån;Ullared;Falkenbergs kommun;Hallands län;57.13508;12.69205
Ljusholms kvarn;Privatperson;120;40;1;;Ovanjordsanläggning;;;;;Nötån;Högsby;Högsby kommun;Kalmar län;57.21296;15.87812
Skogsfors;Privatperson;120;50;1;;Ovanjordsanläggning;;;;;Hylteån;Hestra;Gislaveds kommun;Jönköpings län;57.50669;13.64281
Skärmartorp;Nilsson Kraft AB;120;30;1;Propellerturbin;Ovanjordsanläggning;6;;;;Garphytteån;Lanna;Lekebergs kommun;Örebro län;59.23565;14.88235
Utterbäck;Privatperson;120;23;1;;Ovanjordsanläggning;;;;;Immälven;Karlskoga;Karlskoga kommun;Örebro län;59.35392;14.62140
Holmen;Holmen 2:7 hb;120;20;1;;Ovanjordsanläggning;;;;;Fägre å;Töreboda;Töreboda kommun;Västra Götalands län;58.63121;14.11307
Järle Kvarn;I P Konsult och förvaltning AB;120;13;1;Francis;Ovanjordsanläggning;3.5;4;10.4;;Järleån;Järle;Nora kommun;Örebro län;59.51583;15.15067
Brotorps kvarn;HB Brotorps Kvarn Birgitta & Gunnar Eriksson;116;30;1;;Ovanjordsanläggning;;;;;Lidan;Tråvad;Vara kommun;Västra Götalands län;58.25662;13.06820
Femån;Privatperson;115;47;1;Francis ;Ovanjordsanläggning;5;1.5;2;;Feman;Lima;Malung-Sälens kommun;Dalarnas län;61.00793;13.28647
Fanhult;Privatperson;110;35;1;;Ovanjordsanläggning;;;;;Helge å;Älmhult;Älmhults kommun;Kronobergs län;56.55322;14.31555
Getasjökvarn;Emmaboda Energi & Miljö AB;110;50;1;Propellerturbin;Ovanjordsanläggning;4;;;;Lyckebyån;Emmaboda;Emmaboda kommun;Kalmar län;56.67515;15.55945
Lindåsen;Privatperson;110;25;2;;Ovanjordsanläggning;5;;;;Sjöer;Nödinge;Ale kommun;Västra Götalands län;57.88497;12.10752
Sågbäcken;Privatperson;110;30;1;;Ovanjordsanläggning;;;;;Sikåsån;Hammerdal;Strömsunds kommun;Jämtlands län;63.63437;15.21458
Strömma Kvarn;Privatperson;107;60;1;;Ovanjordsanläggning;;;;;Lidhultsån;Lidhult;Ljungby kommun;Kronobergs län;56.84662;13.50172
Lesjöfors (sågen);Lesjöfors Kraft AB;100;70;1;;Ovanjordsanläggning;;;;;Svartälven;Lesjöfors;Filipstads kommun;Värmlands län;59.98471;14.17935
Långareds Kvarn;Privatperson;100;55;1;;Ovanjordsanläggning;3.5;;;;Säveån;Vårgårda;Vårgårda kommun;Västra Götalands län;57.93597;12.84769
Saxhyttan;Saxhyttans Industrier ek för;100;38;1;;Ovanjordsanläggning;;;;;Svartälven;Grythyttan;Hällefors kommun;Örebro län;59.74199;14.46704
Tjärn (Kärn);Privatperson;100;55;1;;Ovanjordsanläggning;;;;;Tjärnsälven;Molkom;Karlstads kommun;Värmlands län;59.63653;13.68778
Alterbruk;Privatperson;100;35;1;;Ovanjordsanläggning;;;;;Alterälven;Altersbruk;Piteå kommun;Norrbottens län;65.48681;21.40064
Kråkefors;Privatperson;100;30;1;;Ovanjordsanläggning;;;;;Ljungaån;Sävsjö;Sävsjö kommun;Jönköpings län;57.41568;14.62601
Brokvarn;Privatperson;100;30;1;;Ovanjordsanläggning;;;;;Ätran;Trädet;Ulricehamns kommun;Västra Götalands län;57.50986;13.10179
Finnbokraft;Privatperson;100;120;1;;Ovanjordsanläggning;;;;;Finnbobäcken;Smedjebacken;Smedjebackens kommun;Dalarnas län;60.20188;15.43053
Fjälla Kvarn;Privatperson;100;25;1;;Ovanjordsanläggning;;;;;Ösan;Floby;Skövde kommun;Västra Götalands län;58.43304;13.92623
Fröseke Nedre;GW Kraft AB;100;210;1;Kaplan;Ovanjordsanläggning;;;;;Alsterån;Fröseke;Uppvidinge kommun;Kronobergs län;56.94963;15.78896
Granefors;Privatperson;100;30;1;;Ovanjordsanläggning;4.5;;;;Mörrumsån;Torpsbruk;Alvesta kommun;Kronobergs län;57.05352;14.57169
Gärdslätts Kvarn;Privatperson;100;37;1;;Ovanjordsanläggning;;;;;Lillån;Boxholm;Boxholms kommun;Östergötlands län;58.26279;14.93080
Haga;Privatperson;100;27;1;Kaplan ;Ovanjordsanläggning;;;;;Emån;Bodafors;Nässjö kommun;Jönköpings län;57.47902;14.73433
Knätte kvarn;Privatperson;100;25;1;;Ovanjordsanläggning;;;;;Ätran;Ulricehamn;Ulricehamns kommun;Västra Götalands län;57.86418;13.55137
Kullafors;Kullafors AB;100;50;1;;Ovanjordsanläggning;;;;;Mörrumsån;Norrhult;Uppvidinge kommun;Kronobergs län;57.19243;15.15501
Lindoms kvarn;Privatperson;100;37;1;;Ovanjordsanläggning;;;;;Alslöfsån;Eldsberga;Halmstads kommun;Hallands län;56.62170;13.05403
Röds Kraft;Privatperson;100;52;1;;Ovanjordsanläggning;25;;200;;Västerlandaån;Västerlanda;Lilla Edets kommun;Västra Götalands län;58.09228;12.09756
Silverhyttan;Privatperson;100;25;1;;Ovanjordsanläggning;4.5;;;;Trösälven;Granbergsdal;Karlskoga kommun;Örebro län;59.49401;14.50704
Skäve;Privatperson;100;30;1;;Ovanjordsanläggning;;;;;Mörrumsån;Hovmanstorp;Växjö kommun;Kronobergs län;56.88495;15.04275
Smedstorp;Privatperson;100;20;1;Semi-kaplan;Ovanjordsanläggning;6;;;;Smedstorpsån;Malmköping;Flens kommun;Södermanlands län;59.15557;16.65170
Stiftelsen Komstad kvarn;Stiftelsen Komstad Kvarn;100;208;1;;Ovanjordsanläggning;;;;;Ljungaån;Sävsjö;Sävsjö kommun;Jönköpings län;57.40300;14.61394
Nyafors (Hargdammen);Vetlanda Kommun;100;25;;;Ovanjordsanläggning;2.4;1.5;;;Emån;Vetlanda;Vetlanda kommun;Jönköpings län;57.41369;15.09186
Södraby;Privatperson;100;35;1;;Ovanjordsanläggning;;;;;Belane å;Klippan;Klippans kommun;Skåne län;56.14163;13.18991
Tyskbo bergmanssmedja;Tyskbo Kraft HB;100;45;1;Francis;Ovanjordsanläggning;5.5;1;;;Årängsån;Horndal;Avesta kommun;Dalarnas län;60.28165;16.40928
Tången;Privatperson;100;23;1;;Ovanjordsanläggning;;;;;Vramsån;Tollarp;Kristianstads kommun;Skåne län;55.95906;13.89315
Hagafors;Wix AB;100;74;1;;Ovanjordsanläggning;;;;;Härån;Hok;Vaggeryds kommun;Jönköpings län;57.47081;14.34924
Våtsjön;Privatperson;100;26;1;;Ovanjordsanläggning;;;;;Valån;Karlskoga;Karlskoga kommun;Örebro län;59.28151;14.69137
Ånäs;Privatperson;100;30;1;;Ovanjordsanläggning;;;;;Kölsjöån;Löa;Lindesbergs kommun;Örebro län;59.80746;15.16761
Årbol;Dåverhög & Johansson HB;100;36;1;;Ovanjordsanläggning;;;;;Årbolsälven;Bengtsfors;Bengtsfors kommun;Västra Götalands län;59.04201;12.14912
Årnilt;Årnilts Kraftstation HB;100;125;1;;Ovanjordsanläggning;;;;;Senneån;Oskarström;Halmstads kommun;Hallands län;56.81013;13.04301
Åseby Elverk;Åseby Elverk HB;100;60;1;;Ovanjordsanläggning;;;;;Åsebyälven;Åsebyn;Årjängs kommun;Värmlands län;59.38452;12.23006
Åsebyfors;Privatperson;100;22;1;;Ovanjordsanläggning;;;;;Åsebyälven;Åsebyn;Årjängs kommun;Värmlands län;59.38368;12.22851
Osbyholm;Privatperson;100;21;1;;Ovanjordsanläggning;;;;;Hörbyån;Osbyholm;Hörby kommun;Skåne län;55.85000;13.60815
Snälleröds kvarn;Privatperson;100;37;1;;Ovanjordsanläggning;;;;;Snällerödsån;Ljungbyhed;Klippans kommun;Skåne län;56.03267;13.39925
Östra Löa;Privatperson;100;30;1;;Ovanjordsanläggning;;;;;Kölsjöån;Löa;Lindesbergs kommun;Örebro län;59.80265;15.16707
Tjärn;Privatperson;100;55;1;;Ovanjordsanläggning;;9;;;Bureälven;Mjödvattnet;Skellefteå kommun;Västerbottens län;64.50281;20.90464
Brohultskvarn;Privatperson;100;22;1;;Ovanjordsanläggning;;;;;Skålån;Hjälmseryd;Sävsjö kommun;Jönköpings län;57.27715;14.52393
Bökeberga;Privatperson;100;17;1;;Ovanjordsanläggning;;;;;Drivån;Slähult;Osby kommun;Skåne län;56.44165;14.06106
Lyckebo;Lyckebo Energi HB;100;12;1;;Ovanjordsanläggning;;;;;Nolån;Sandhult;Borås kommun;Västra Götalands län;57.76159;12.78587
Kvarnstugan;Privatperson;95;15;1;Kaplan;Ovanjordsanläggning;5;0.6;0.6;;Sällevadsån;Järnforsen;Hultsfreds kommun;Kalmar län;57.41492;15.61543
Furusjömåla;Privatperson;95;15;1;;Ovanjordsanläggning;;;;;Badebodaån;Fagerhult;Uppvidinge;Kronobergs län;57.13603;15.59548
Gammelstilla Bruk;Gammelstilla Whisky AB;90;30;1;;Ovanjordsanläggning;;;;;Hoån;Hofors;Hofors kommun;Gävleborgs län;60.44023;16.63754
Getås;Privatperson;90;50;1;;Ovanjordsanläggning;;;;;Mjöaån;Svenljunga;Svenljunga kommun;Västra Götalands län;57.33675;12.87546
Grorud;Privatperson;90;25;1;;Ovanjordsanläggning;;;;;Grorudsälven;Dals-Ed;Dals-Eds kommun;Västra Götalands län;58.92613;12.02080
Hellstorp;Allbärgaren i Jönköping AB;90;30;1;;Ovanjordsanläggning;;;;;Lillån Jönköping;Jönköping;Jönköpings kommun;Jönköpings län;57.73229;14.14716
Hemmershult;Privatperson;90;25;1;;Ovanjordsanläggning;;;;;Härån;Värnamo;Värnamo kommun;Jönköpings län;57.29922;14.16969
Höghultström;Privatperson;90;19;1;Propellerturbin;Ovanjordsanläggning;4.3;;0.8;;Gårdsvedaån;Näshult;Vetlanda kommun;Jönköpings län;57.24943;15.45755
Isala-Böle;Fahlia AB;90;30;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Svärdsjö;Falu kommun;Dalarnas län;60.76748;15.96216
Rosse;Privatperson;90;38;1;;Ovanjordsanläggning;;;;;Årängsån;By Kyrkby;Avesta kommun;Dalarnas län;60.20008;16.48847
Vrethammar;Persson Kraft AB;90;30;1;;Ovanjordsanläggning;;;;;Sandån;Ramsberg;Lindesbergs kommun;Örebro län;59.76941;15.29052
Banevalla;Privatperson;85;18;1;;Ovanjordsanläggning;;;;;Flian;Skara;Skara kommun;Västra Götalands län;58.35664;13.22392
Tegane kvarn;Privatperson;85;25;1;;Ovanjordsanläggning;;;;;Askesjö;Bengtsfors;Bengtsfors kommun;Västra Götalands län;59.10209;12.11311
Högaström;Privatperson;80;20;1;;Ovanjordsanläggning;;;;;Lyckebyån;Kosta;Lessebo kommun;Kronobergs län;56.81818;15.42320
Kärramölla produktion;Privatperson;80;30;1;;Ovanjordsanläggning;;;;;Stensån;Våxtorp;Laholms kommun;Hallands län;56.40208;13.08481
Nordkvarn;Privatperson;80;57;1;Francis;Ovanjordsanläggning;3;2;;;Ätran;Åsarp;Falköpings kommun;Västra Götalands län;57.96248;13.65986
Nykvarn;Privatperson;80;20;1;;Ovanjordsanläggning;;;;;Svartån, Motala ström;Nässjö;Nässjö kommun;Jönköpings län;57.69882;14.83149
Vilstena;Privatperson;80;37;1;Kaplan;Ovanjordsanläggning;4.3;;;;Örsundaån;Fjärdhundra;Enköpings kommun;Uppsala län;59.85678;16.91899
Suttarekulla kvarn;Privatperson;80;15;1;;Ovanjordsanläggning;;;;;Lyckebyån;Broakulla;Emmaboda kommun;Kalmar län;56.69397;15.54287
Hudene kvarn;Privatperson;77;20;1;;Ovanjordsanläggning;;;;;Nossan;Herrljuna;Herrljunga kommun;Västra Götalands län;58.05549;13.09107
Segmon;Privatperson;75;15;1;;Ovanjordsanläggning;11;;;;Segmoälven;Segmon;Grums kommun;Värmlands län;59.29145;13.01813
Brukstallet;Virå Bruk AB;75;25;1;;Ovanjordsanläggning;;;;;Virlången;Stavsjö;Katrineholms kommun;Södermanlands län;58.77643;16.45395
Bäverdalens kraft;Bäverdalens Kraft HB;75;15;1;;Ovanjordsanläggning;;;;;Edenbergaån;Laholm;Laholms kommun;Hallands län;56.46775;13.10081
Ebbemåla;Privatperson;75;50;1;;Ovanjordsanläggning;;;;;Mörrumsån;Kyrkhult;Olofströms kommun;Blekinge län;56.36968;14.68209
Korröds Kvarn;Privatperson;75;24;1;;Ovanjordsanläggning;;;;;Örebäcken;Båstad;Båstad kommun;Skåne län;56.41695;12.85154
Pure Kvarn;Privatperson;75;13;1;;Ovanjordsanläggning;;;;;Lidan;Floby;Falköpings kommun;Västra Götalands län;58.10061;13.36801
Snipebro Qvarn;Privatperson;75;30;1;Francis;Ovanjordsanläggning;2.5;;4.1;;Lidan;Floby;Falköpings kommun;Västra Götalands län;58.12115;13.28546
Västgöthyttan;Privatperson;75;22;1;Kaplan;Ovanjordsanläggning;7;;0.2;;Hyttbäcken;Gyttorp;Nora kommun;Örebro län;59.51091;14.82894
Ågård;Privatperson;75;55;1;;Ovanjordsanläggning;;;;;Ån;Ätran;Falkenbergs kommun;Hallands län;57.14275;12.93049
Hults mölla;Privatperson;75;13;1;;Ovanjordsanläggning;;;;;Hultån;Knäred;Laholms kommun;Hallands län;56.49251;13.25652
